(7.19, 14.47, 8.36) | 32.9315 | 1.260303 
(7.58, 14.99, 8.22) | 33.5096 | 1.280534 
(7.97, 15.53, 8.07) | 34.10923 | 1.304786 
(8.35, 16.09, 7.90) | 34.73066 | 1.330742 
(8.72, 16.66, 7.71) | 35.3742 | 1.344527 
(9.09, 17.24, 7.50) | 36.04013 | 1.3722 
(9.45, 17.84, 7.27) | 36.72871 | 1.383622 
(9.80, 18.45, 7.02) | 37.44012 | 1.401763 
(10.14, 19.07, 6.77) | 37.3069 | 1.425723 
(10.47, 19.68, 6.51) | 37.14619 | 1.443848 
(10.79, 20.29, 6.24) | 36.95827 | 1.461935 
(11.10, 20.90, 5.97) | 36.74352 | 1.482515 
(11.40, 21.50, 5.69) | 36.50233 | 1.502262 
(11.69, 22.10, 5.40) | 36.23521 | 1.521569 
(12.23, 23.29, 4.82) | 35.62567 | 1.563914 
(12.48, 23.88, 4.52) | 35.2847 | 1.596541 
(12.72, 24.46, 4.22) | 34.92072 | 1.603426 
(12.95, 25.04, 3.91) | 34.53465 | 1.639559 
(13.36, 26.17, 3.29) | 33.70022 | 1.665548 
(13.55, 26.72, 2.97) | 33.25393 | 1.685074 
(13.72, 27.27, 2.65) | 32.7896 | 1.714528 
(13.88, 27.80, 2.32) | 32.30821 | 1.724491 
(14.03, 28.33, 2.00) | 31.81081 | 1.75033 
(14.16, 28.85, 1.67) | 31.29847 | 1.76057 
(14.28, 29.35, 1.34) | 30.77228 | 1.787845 
(14.38, 29.85, 1.01) | 30.23343 | 1.811483 
(14.47, 30.33, 0.68) | 29.68314 | 1.824385 
(14.54, 30.81, 0.35) | 29.12277 | 1.843734 
(14.60, 31.27, 0.01) | 28.55381 | 1.862092 
(14.65, 31.71, -0.32) | 27.97785 | 1.880112 
(14.67, 32.15, -0.65) | 27.39667 | 1.904363 
(14.69, 32.57, -0.98) | 26.8122 | 1.923367 
(14.68, 32.98, -1.31) | 26.22655 | 1.946948 
(14.67, 33.37, -1.64) | 25.642 | 1.968898 
(14.63, 33.75, -1.97) | 25.06104 | 1.984706 
(14.59, 34.11, -2.30) | 24.48635 | 2.007571 
(14.52, 34.45, -2.62) | 23.92085 | 2.020124 
(14.44, 34.79, -2.94) | 23.36763 | 2.04085 
(14.35, 35.10, -3.26) | 22.83003 | 2.062676 
(14.24, 35.40, -3.58) | 22.31159 | 2.080791 
(14.12, 35.68, -3.89) | 21.81604 | 2.110529 
(13.98, 35.94, -4.20) | 21.34723 | 2.123195 
(13.83, 36.18, -4.50) | 20.90912 | 2.14675 
(13.66, 36.41, -4.80) | 20.5057 | 2.164965 
(13.48, 36.62, -5.09) | 20.14088 | 2.182279 
(13.28, 36.81, -5.38) | 19.81843 | 2.201363 
(13.07, 36.98, -5.66) | 19.54184 | 2.225609 
(12.85, 37.13, -5.94) | 19.31423 | 2.243983 
(12.62, 37.26, -6.21) | 19.13824 | 2.265951 
(12.37, 37.38, -6.47) | 19.01595 | 2.280227 
(12.10, 37.47, -6.73) | 18.94878 | 2.304311 
(11.83, 37.55, -6.98) | 18.93743 | 2.327204 
(11.54, 37.60, -7.22) | 18.98192 | 2.340774 
(11.25, 37.64, -7.46) | 19.0815 | 2.364463 
(10.94, 37.66, -7.68) | 19.23477 | 2.383117 
(10.62, 37.66, -7.90) | 19.4397 | 2.407498 
(10.28, 37.63, -8.12) | 19.69373 | 2.425501 
(9.94, 37.59, -8.32) | 19.99384 | 2.4437 
(9.59, 37.53, -8.51) | 20.33671 | 2.462001 
(9.23, 37.45, -8.70) | 20.71874 | 2.480105 
(8.86, 37.35, -8.88) | 21.13624 | 2.509077 
(8.48, 37.23, -9.05) | 21.58545 | 2.522593 
(8.09, 37.10, -9.21) | 22.06263 | 2.545512 
(7.69, 36.94, -9.35) | 22.56415 | 2.569839 
(7.29, 36.77, -9.50) | 23.08647 | 2.580864 
(6.88, 36.57, -9.63) | 23.62625 | 2.601344 
(6.46, 36.36, -9.75) | 24.18027 | 2.625576 
(6.04, 36.14, -9.86) | 24.74554 | 2.643713 
(5.61, 35.89, -9.96) | 25.31919 | 2.66222 
(5.17, 35.63, -10.05) | 25.89856 | 2.680159 
(4.73, 35.34, -10.13) | 26.48109 | 2.704433 
(4.28, 35.05, -10.20) | 27.06439 | 2.721378 
(3.83, 34.73, -10.26) | 27.64615 | 2.741478 
(3.38, 34.40, -10.31) | 28.22416 | 2.770302 
(2.92, 34.05, -10.34) | 28.79627 | 2.783903 
(2.46, 33.69, -10.37) | 29.36038 | 2.806829 
(1.99, 33.31, -10.39) | 29.91445 | 2.825571 
(1.53, 32.92, -10.39) | 30.45643 | 2.84359 
(1.06, 32.52, -10.39) | 30.98426 | 2.862154 
(0.59, 32.10, -10.37) | 31.49596 | 2.885195 
(0.12, 31.66, -10.34) | 31.98959 | 2.904948 
(-0.35, 31.22, -10.30) | 32.46333 | 2.921936 
(-0.82, 30.76, -10.24) | 32.91544 | 2.940835 
(-1.29, 30.29, -10.18) | 33.34431 | 2.966137 
(-1.76, 29.81, -10.10) | 33.74845 | 2.983193 
(-2.22, 29.32, -10.02) | 34.12651 | 3.001377 
(-2.69, 28.82, -9.92) | 34.47733 | 3.024062 
(-3.15, 28.31, -9.80) | 34.79988 | 3.043726 
(-3.61, 27.79, -9.68) | 35.09328 | 3.06189 
(-4.06, 27.26, -9.55) | 35.35684 | 3.080258 
(-4.51, 26.73, -9.40) | 35.58995 | 3.10899 
(-4.95, 26.19, -9.24) | 35.79214 | 3.122617 
(-5.39, 25.65, -9.07) | 35.96304 | 3.140729 
(-5.82, 25.10, -8.89) | 36.10231 | 3.165079 
(-6.24, 24.54, -8.70) | 36.20974 | 3.186897 
(-6.66, 23.98, -8.50) | 36.28511 | 3.201382 
(-7.07, 23.42, -8.29) | 36.3283 | 3.224501 
(-7.47, 22.85, -8.06) | 36.33928 | 3.243784 
(-7.86, 22.29, -7.83) | 36.3181 | 3.260881 
(-8.24, 21.72, -7.59) | 36.26498 | 3.28016 
(-8.61, 21.15, -7.34) | 36.18031 | 3.304313 
(-8.97, 20.58, -7.08) | 36.06459 | 3.327648 
(-9.32, 20.02, -6.81) | 35.91853 | 3.346802 
(-9.66, 19.45, -6.54) | 35.74292 | 3.365016 
(-9.98, 18.89, -6.25) | 35.53867 | 3.383443 
(-10.30, 18.33, -5.96) | 35.30669 | 3.401329 
(-10.61, 17.77, -5.66) | 34.79713 | 3.425577 
(-10.90, 17.24, -5.35) | 34.16498 | 3.448705 
(-11.18, 16.73, -5.02) | 33.57825 | 3.461974 
(-11.44, 16.23, -4.67) | 33.03663 | 3.490057 
(-11.69, 15.76, -4.31) | 32.53965 | 3.504375 
(-11.93, 15.30, -3.93) | 32.08669 | 3.527989 
(-12.14, 14.85, -3.53) | 31.67702 | 3.54075 
(-12.34, 14.42, -3.12) | 31.30981 | 3.56372 
(-12.52, 14.01, -2.70) | 30.98417 | 3.583232 
(-12.69, 13.61, -2.26) | 30.69908 | 3.605165 
(-12.83, 13.23, -1.81) | 30.45347 | 3.630562 
(-12.96, 12.86, -1.34) | 30.24613 | 3.641991 
(-13.07, 12.51, -0.87) | 30.07576 | 3.661983 
(-13.16, 12.17, -0.38) | 29.9409 | 3.686233 
(-13.22, 11.85, 0.11) | 29.83997 | 3.70452 
(-13.27, 11.53, 0.62) | 29.77129 | 3.722681 
(-13.30, 11.24, 1.13) | 29.73305 | 3.740857 
(-13.30, 10.95, 1.66) | 29.72339 | 3.765015 
(-13.28, 10.68, 2.18) | 29.74037 | 3.781849 
(-13.25, 10.42, 2.72) | 29.78205 | 3.801374 
(-13.18, 10.17, 3.26) | 29.84649 | 3.830347 
(-13.10, 9.94, 3.80) | 29.93175 | 3.84386 
(-13.00, 9.72, 4.35) | 30.03597 | 3.86693 
(-12.87, 9.51, 4.90) | 30.15733 | 3.880219 
(-12.72, 9.31, 5.45) | 30.29406 | 3.903144 
(-12.54, 9.12, 6.01) | 30.44448 | 3.922703 
(-12.35, 8.94, 6.56) | 30.60697 | 3.944934 
(-12.13, 8.78, 7.11) | 30.77998 | 3.964974 
(-11.89, 8.62, 7.66) | 30.96203 | 3.98204 
(-11.62, 8.48, 8.20) | 31.1517 | 4.001274 
(-11.33, 8.35, 8.74) | 31.34763 | 4.025559 
(-11.02, 8.22, 9.28) | 31.54855 | 4.043999 
(-10.69, 8.11, 9.81) | 31.75324 | 4.062118 
(-10.34, 8.01, 10.33) | 31.96058 | 4.085353 
(-9.96, 7.92, 10.85) | 32.16951 | 4.104397 
(-9.56, 7.84, 11.35) | 32.37911 | 4.122504 
(-9.15, 7.77, 11.85) | 32.58855 | 4.140858 
(-8.71, 7.71, 12.33) | 32.79712 | 4.17006 
(-8.25, 7.66, 12.80) | 33.00425 | 4.183235 
(-7.77, 7.62, 13.26) | 33.20951 | 4.206006 
(-7.27, 7.59, 13.71) | 33.41261 | 4.22572 
(-6.75, 7.57, 14.14) | 33.61338 | 4.247395 
(-6.22, 7.56, 14.55) | 33.81181 | 4.262034 
(-5.67, 7.56, 14.95) | 34.00796 | 4.284852 
(-5.10, 7.57, 15.33) | 34.20202 | 4.304382 
(-4.52, 7.59, 15.69) | 34.39426 | 4.321243 
(-3.92, 7.62, 16.03) | 34.58502 | 4.341781 
(-3.30, 7.67, 16.36) | 34.7747 | 4.365078 
(-2.67, 7.72, 16.66) | 34.96376 | 4.387903 
(-2.03, 7.78, 16.94) | 35.15269 | 4.407476 
(-1.38, 7.85, 17.20) | 35.34201 | 4.425689 
(-0.72, 7.94, 17.44) | 35.5323 | 4.444204 
(-0.04, 8.03, 17.66) | 35.72413 | 4.462039 
(0.64, 8.13, 17.85) | 35.91813 | 4.480143 
(1.33, 8.25, 18.02) | 36.11489 | 4.508999 
(2.04, 8.37, 18.17) | 36.31506 | 4.522575 
(2.74, 8.51, 18.29) | 36.51922 | 4.55757 
(3.46, 8.66, 18.38) | 36.728 | 4.561342 
(4.17, 8.81, 18.45) | 36.94196 | 4.587976 
(4.90, 8.98, 18.50) | 37.16166 | 4.601416 
(5.62, 9.16, 18.52) | 37.38764 | 4.624273 
(6.35, 9.35, 18.51) | 37.6204 | 4.643827 
(7.08, 9.56, 18.47) | 37.86043 | 4.660528 
(7.81, 9.77, 18.41) | 38.10818 | 4.68026 
(8.53, 9.98, 18.33) | 37.78333 | 4.70218 
(9.24, 10.19, 18.23) | 37.44544 | 4.722527 
(9.94, 10.40, 18.11) | 37.09555 | 4.746762 
(10.63, 10.61, 17.97) | 36.7348 | 4.765015 
(11.31, 10.82, 17.81) | 36.36446 | 4.783144 
(11.98, 11.02, 17.63) | 35.98594 | 4.801458 
(12.63, 11.22, 17.44) | 35.6008 | 4.825593 
(13.27, 11.42, 17.22) | 35.21075 | 4.842542 
(13.90, 11.62, 16.98) | 34.81757 | 4.861911 
(14.50, 11.81, 16.73) | 34.42317 | 4.880109 
(15.10, 12.00, 16.45) | 34.02951 | 4.904333 
(15.67, 12.19, 16.16) | 33.63858 | 4.927364 
(16.23, 12.37, 15.85) | 33.25237 | 4.940779 
(16.78, 12.55, 15.52) | 32.8729 | 4.963613 
(17.30, 12.72, 15.18) | 32.50216 | 4.983326 
(17.80, 12.89, 14.82) | 32.14212 | 5.004961 
(18.29, 13.06, 14.44) | 31.79476 | 5.025546 
(18.75, 13.22, 14.05) | 31.46199 | 5.042693 
(19.20, 13.38, 13.64) | 31.14571 | 5.061952 
(19.62, 13.53, 13.22) | 30.84776 | 5.086258 
(20.02, 13.67, 12.78) | 30.56988 | 5.104316 
(20.40, 13.81, 12.33) | 30.31372 | 5.122636 
(20.76, 13.95, 11.87) | 30.0808 | 5.141029 
(21.10, 14.08, 11.39) | 29.87247 | 5.165134 
(21.41, 14.20, 10.90) | 29.68995 | 5.187743 
(21.70, 14.32, 10.40) | 29.53423 | 5.201356 
(21.96, 14.43, 9.89) | 29.40617 | 5.224252 
(22.21, 14.54, 9.36) | 29.30643 | 5.243804 
(22.43, 14.64, 8.83) | 29.23546 | 5.260708 
(22.62, 14.73, 8.29) | 29.19359 | 5.280086 
(22.79, 14.82, 7.74) | 29.1809 | 5.307696 
(22.94, 14.90, 7.18) | 29.19733 | 5.3226 
(23.06, 14.97, 6.61) | 29.24261 | 5.340797 
(23.16, 15.04, 6.04) | 29.31627 | 5.369635 
(23.23, 15.10, 5.45) | 29.41764 | 5.383465 
(23.28, 15.15, 4.87) | 29.54583 | 5.40606 
(23.31, 15.19, 4.28) | 29.69976 | 5.425663 
(23.31, 15.23, 3.68) | 29.87819 | 5.442477 
(23.28, 15.26, 3.08) | 30.07968 | 5.460796 
(23.23, 15.29, 2.48) | 30.30272 | 5.486201 
(23.16, 15.30, 1.87) | 30.54566 | 5.504326 
(23.06, 15.31, 1.26) | 30.80683 | 5.522979 
(22.94, 15.31, 0.65) | 31.0845 | 5.540905 
(22.79, 15.30, 0.04) | 31.37693 | 5.565094 
(22.62, 15.29, -0.57) | 31.6824 | 5.587986 
(22.43, 15.27, -1.18) | 31.99921 | 5.601687 
(22.21, 15.24, -1.79) | 32.32567 | 5.624613 
(21.97, 15.21, -2.39) | 32.66013 | 5.64222 
(21.71, 15.16, -3.00) | 33.00099 | 5.666962 
(21.42, 15.11, -3.60) | 33.34667 | 5.680203 
(21.11, 15.06, -4.19) | 33.69564 | 5.703072 
(20.78, 14.99, -4.79) | 34.04645 | 5.722623 
(20.43, 14.92, -5.37) | 34.39769 | 5.74005 
(20.06, 14.84, -5.96) | 34.74804 | 5.763874 
(19.67, 14.76, -6.53) | 35.09623 | 5.783132 
(19.25, 14.67, -7.10) | 35.44109 | 5.801459 
(18.82, 14.57, -7.66) | 35.78152 | 5.825613 
(18.37, 14.46, -8.21) | 36.11647 | 5.848638 
(17.90, 14.35, -8.76) | 36.44497 | 5.862077 
(17.41, 14.24, -9.29) | 36.76607 | 5.884834 
(16.90, 14.11, -9.82) | 37.07885 | 5.90449 
(16.37, 13.98, -10.34) | 37.38239 | 5.926382 
(15.83, 13.85, -10.84) | 37.6758 | 5.940852 
(15.27, 13.71, -11.34) | 37.95816 | 5.963711 
(14.70, 13.56, -11.82) | 38.22853 | 5.983162 
(14.11, 13.41, -12.29) | 38.486 | 6.000195 
(13.50, 13.25, -12.74) | 38.72964 | 6.025538 
(12.88, 13.09, -13.19) | 38.95856 | 6.043942 
(12.25, 12.92, -13.62) | 39.17188 | 6.066767 
(11.60, 12.75, -14.03) | 39.36877 | 6.08618 
(10.94, 12.57, -14.43) | 39.54845 | 6.104351 
(10.27, 12.39, -14.82) | 39.71015 | 6.122693 
(9.60, 12.21, -15.19) | 39.7596 | 6.140772 
(8.90, 12.04, -15.56) | 40.16555 | 6.16506 
(8.18, 11.89, -15.90) | 40.56954 | 6.188051 
(7.44, 11.75, -16.23) | 40.96928 | 6.201433 
(6.69, 11.62, -16.54) | 41.36268 | 6.230544 
(5.92, 11.50, -16.84) | 41.74786 | 6.243878 
(5.13, 11.40, -17.11) | 42.12314 | 6.266911 
(4.32, 11.31, -17.37) | 42.48706 | 6.280189 
(3.50, 11.23, -17.61) | 42.83838 | 6.30314 
(2.67, 11.17, -17.82) | 43.17605 | 6.322606 
(1.82, 11.12, -18.02) | 43.49921 | 6.346872 
(0.96, 11.08, -18.19) | 43.80717 | 6.369924 
(0.09, 11.05, -18.34) | 44.0994 | 6.381011 
(-0.78, 11.03, -18.46) | 44.37551 | 6.401376 
(-1.67, 11.03, -18.56) | 44.63528 | 6.42561 
(-2.57, 11.04, -18.64) | 44.87858 | 6.443823 
(-3.47, 11.06, -18.69) | 45.10546 | 6.462019 
(-4.37, 11.10, -18.71) | 45.3161 | 6.480169 
(-5.27, 11.13, -18.72) | 45.05377 | 6.504487 
(-6.17, 11.16, -18.70) | 44.76475 | 6.522122 
(-7.05, 11.20, -18.66) | 44.44981 | 6.540825 
(-7.93, 11.23, -18.61) | 44.10985 | 6.5695 
(-8.80, 11.26, -18.53) | 43.74594 | 6.583239 
(-9.66, 11.29, -18.43) | 43.35927 | 6.606397 
(-10.51, 11.32, -18.31) | 42.95116 | 6.625649 
(-11.35, 11.36, -18.16) | 42.52303 | 6.642663 
(-12.18, 11.39, -18.00) | 42.07639 | 6.662089 
(-12.99, 11.42, -17.82) | 41.61282 | 6.684037 
(-13.79, 11.45, -17.62) | 41.13394 | 6.701854 
(-14.57, 11.48, -17.40) | 40.64143 | 6.728778 
(-15.33, 11.50, -17.16) | 40.13707 | 6.740894 
(-16.08, 11.53, -16.90) | 39.62268 | 6.765073 
(-16.81, 11.56, -16.62) | 39.10022 | 6.783296 
(-17.52, 11.58, -16.32) | 38.5718 | 6.801397 
(-18.21, 11.61, -16.00) | 38.03964 | 6.824194 
(-18.88, 11.63, -15.67) | 37.50612 | 6.843793 
(-19.53, 11.66, -15.31) | 36.97371 | 6.862053 
(-20.16, 11.68, -14.95) | 36.44492 | 6.880275 
(-20.77, 11.70, -14.56) | 35.92231 | 6.909104 
(-21.35, 11.72, -14.16) | 35.40839 | 6.922639 
(-21.91, 11.74, -13.74) | 34.90564 | 6.945486 
(-22.44, 11.76, -13.30) | 34.41649 | 6.965188 
(-22.95, 11.77, -12.85) | 33.94333 | 6.986786 
(-23.43, 11.79, -12.39) | 33.48853 | 7.001432 
(-23.89, 11.80, -11.91) | 33.05451 | 7.024102 
(-24.32, 11.81, -11.42) | 32.64371 | 7.043805 
(-24.73, 11.82, -10.92) | 32.25865 | 7.060584 
(-25.11, 11.83, -10.41) | 31.90185 | 7.080167 
(-25.45, 11.84, -9.88) | 31.57581 | 7.104558 
(-25.78, 11.85, -9.35) | 31.28293 | 7.129196 
(-26.07, 11.85, -8.80) | 31.02543 | 7.142627 
(-26.34, 11.86, -8.24) | 30.80527 | 7.165135 
(-26.57, 11.86, -7.68) | 30.62412 | 7.183327 
(-26.78, 11.86, -7.10) | 30.48335 | 7.201537 
(-26.96, 11.86, -6.52) | 30.38398 | 7.22579 
(-27.11, 11.86, -5.94) | 30.32669 | 7.249092 
(-27.23, 11.85, -5.34) | 30.31182 | 7.262071 
(-27.32, 11.85, -4.74) | 30.33934 | 7.281143 
(-27.38, 11.84, -4.14) | 30.4088 | 7.304496 
(-27.41, 11.83, -3.53) | 30.51939 | 7.327261 
(-27.42, 11.82, -2.91) | 30.66984 | 7.340782 
(-27.39, 11.81, -2.30) | 30.85851 | 7.363626 
(-27.33, 11.79, -1.68) | 31.08337 | 7.38335 
(-27.25, 11.78, -1.06) | 31.34214 | 7.400267 
(-27.14, 11.76, -0.44) | 31.63228 | 7.430972 
(-26.99, 11.74, 0.19) | 31.95113 | 7.442348 
(-26.82, 11.72, 0.81) | 32.29599 | 7.465648 
(-26.62, 11.69, 1.43) | 32.66412 | 7.480429 
(-26.40, 11.67, 2.05) | 33.05285 | 7.504368 
(-26.14, 11.64, 2.67) | 33.45956 | 7.522617 
(-25.86, 11.62, 3.29) | 33.88174 | 7.540875 
(-25.55, 11.59, 3.90) | 34.31696 | 7.564969 
(-25.22, 11.55, 4.51) | 34.76287 | 7.582044 
(-24.86, 11.52, 5.11) | 35.21719 | 7.601365 
(-24.47, 11.48, 5.71) | 35.67775 | 7.630309 
(-24.05, 11.45, 6.30) | 36.14241 | 7.644067 
(-23.62, 11.41, 6.88) | 36.60916 | 7.667069 
(-23.15, 11.37, 7.46) | 37.07608 | 7.680324 
(-22.67, 11.33, 8.03) | 37.54135 | 7.70366 
(-22.16, 11.28, 8.59) | 38.00329 | 7.722741 
(-21.62, 11.24, 9.15) | 38.46032 | 7.74942 
(-21.07, 11.19, 9.69) | 38.91099 | 7.765149 
(-20.49, 11.14, 10.22) | 39.35393 | 7.781987 
(-19.89, 11.09, 10.75) | 39.78785 | 7.801456 
(-19.27, 11.04, 11.26) | 40.21148 | 7.825596 
(-18.64, 10.99, 11.76) | 40.6236 | 7.843871 
(-17.98, 10.94, 12.25) | 41.02298 | 7.86193 
(-17.30, 10.88, 12.72) | 41.40842 | 7.884938 
(-16.61, 10.83, 13.18) | 41.77872 | 7.904378 
(-15.90, 10.77, 13.63) | 42.13272 | 7.922584 
(-15.17, 10.71, 14.07) | 42.46933 | 7.940718 
(-14.43, 10.66, 14.49) | 42.78752 | 7.96975 
(-13.67, 10.60, 14.89) | 43.08633 | 7.983221 
(-12.90, 10.54, 15.28) | 43.3649 | 8.006194 
(-12.11, 10.48, 15.65) | 43.62245 | 8.025722 
(-11.31, 10.42, 16.01) | 43.85824 | 8.047508 
(-10.50, 10.36, 16.35) | 44.07164 | 8.062041 
(-9.68, 10.30, 16.68) | 44.26205 | 8.085083 
(-8.85, 10.24, 16.99) | 44.35048 | 8.104444 
(-8.00, 10.19, 17.28) | 44.94424 | 8.121378 
(-7.14, 10.16, 17.56) | 45.52147 | 8.140855 
(-6.25, 10.14, 17.82) | 46.08045 | 8.165039 
(-5.35, 10.13, 18.07) | 46.61956 | 8.188442 
(-4.44, 10.13, 18.29) | 47.13733 | 8.20784 
(-3.51, 10.14, 18.49) | 47.63242 | 8.225695 
(-2.56, 10.16, 18.67) | 48.10364 | 8.243887 
(-1.60, 10.19, 18.83) | 48.54996 | 8.261986 
(-0.63, 10.24, 18.96) | 48.97054 | 8.280244 
(0.34, 10.30, 19.08) | 49.36467 | 8.30899 
(1.33, 10.37, 19.16) | 49.73185 | 8.322698 
(2.33, 10.45, 19.23) | 50.07178 | 8.340216 
(3.32, 10.53, 19.27) | 49.8842 | 8.362104 
(4.31, 10.61, 19.29) | 49.66272 | 8.38823 
(5.30, 10.69, 19.29) | 49.4077 | 8.401553 
(6.28, 10.77, 19.27) | 49.1197 | 8.424175 
(7.25, 10.85, 19.22) | 48.79946 | 8.443677 
(8.21, 10.92, 19.16) | 48.44793 | 8.460783 
(9.17, 11.00, 19.07) | 48.06622 | 8.480277 
(10.11, 11.07, 18.96) | 47.6556 | 8.502036 
(11.04, 11.15, 18.83) | 47.21748 | 8.522648 
(11.96, 11.22, 18.68) | 46.75339 | 8.546862 
(12.87, 11.29, 18.51) | 46.26491 | 8.56501 
(13.76, 11.36, 18.32) | 45.75372 | 8.58323 
(14.64, 11.43, 18.10) | 45.22157 | 8.601481 
(15.50, 11.49, 17.87) | 44.67028 | 8.625644 
(16.34, 11.56, 17.62) | 44.10175 | 8.642391 
(17.16, 11.62, 17.34) | 43.51801 | 8.662058 
(17.97, 11.68, 17.05) | 42.92118 | 8.680303 
(18.75, 11.74, 16.73) | 42.31353 | 8.70445 
(19.51, 11.80, 16.40) | 41.69743 | 8.727217 
(20.25, 11.86, 16.05) | 41.07538 | 8.740873 
(20.97, 11.91, 15.68) | 40.44991 | 8.763966 
(21.67, 11.96, 15.29) | 39.82365 | 8.783293 
(22.34, 12.01, 14.89) | 39.19922 | 8.805122 
(22.98, 12.06, 14.47) | 38.57929 | 8.825794 
(23.60, 12.11, 14.03) | 37.96656 | 8.842861 
(24.19, 12.15, 13.58) | 37.36378 | 8.862084 
(24.76, 12.19, 13.11) | 36.77383 | 8.886426 
(25.30, 12.23, 12.63) | 36.1997 | 8.904472 
(25.81, 12.26, 12.13) | 35.64455 | 8.922747 
(26.29, 12.29, 11.62) | 35.1117 | 8.947309 
(26.74, 12.32, 11.10) | 34.60458 | 8.960061 
(27.16, 12.35, 10.56) | 34.12666 | 8.9833 
(27.55, 12.37, 10.01) | 33.68137 | 9.001539 
(27.91, 12.39, 9.45) | 33.272 | 9.03166 
(28.25, 12.41, 8.89) | 32.90167 | 9.044118 
(28.55, 12.42, 8.31) | 32.5732 | 9.066453 
(28.81, 12.44, 7.72) | 32.28914 | 9.080319 
(29.05, 12.44, 7.13) | 32.05169 | 9.111688 
(29.26, 12.45, 6.52) | 31.86268 | 9.12271 
(29.43, 12.45, 5.91) | 31.7235 | 9.145365 
(29.57, 12.45, 5.30) | 31.6351 | 9.165068 
(29.68, 12.45, 4.67) | 31.59792 | 9.18217 
(29.76, 12.44, 4.05) | 31.61185 | 9.201571 
(29.81, 12.43, 3.41) | 31.67622 | 9.225874 
(29.82, 12.42, 2.78) | 31.78983 | 9.248373 
(29.81, 12.40, 2.14) | 31.95102 | 9.268025 
(29.76, 12.38, 1.50) | 32.15765 | 9.280235 
(29.68, 12.36, 0.86) | 32.40731 | 9.302415 
(29.56, 12.34, 0.21) | 32.6973 | 9.322586 
(29.42, 12.31, -0.43) | 33.02477 | 9.341694 
(29.24, 12.28, -1.07) | 33.38677 | 9.37007 
(29.04, 12.24, -1.72) | 33.78028 | 9.383291 
(28.80, 12.20, -2.36) | 34.20229 | 9.400131 
(28.53, 12.16, -3.00) | 34.64975 | 9.42572 
(28.24, 12.12, -3.63) | 35.11967 | 9.448731 
(27.91, 12.07, -4.26) | 35.60905 | 9.462014 
(27.56, 12.02, -4.89) | 36.11494 | 9.485185 
(27.17, 11.96, -5.51) | 36.63449 | 9.504447 
(26.76, 11.90, -6.13) | 37.16488 | 9.521499 
(26.32, 11.84, -6.74) | 37.70343 | 9.540971 
